,Date,Open,High,Low,Close,Adj.Close,Volume
50,03/15/2005,1.451429,1.469286,1.4375,1.462857,1.245064,508608800
51,03/16/2005,1.471786,1.511071,1.456429,1.470714,1.251751,697813200
52,03/17/2005,1.483214,1.531429,1.475714,1.508929,1.284277,801920000
53,03/18/2005,1.5475,1.551429,1.517857,1.534286,1.305859,940150400
54,03/21/2005,1.546071,1.570357,1.530714,1.560714,1.328352,541128000
55,03/22/2005,1.561071,1.57,1.524286,1.529643,1.301907,551415200
56,03/23/2005,1.516071,1.55,1.500714,1.519643,1.293396,609823200
57,03/24/2005,1.5325,1.535714,1.517857,1.517857,1.291876,352704800
58,03/28/2005,1.526786,1.534286,1.516786,1.518929,1.292788,275410800
59,03/29/2005,1.52,1.529643,1.482143,1.491071,1.269078,461356000
60,03/30/2005,1.5025,1.528571,1.493571,1.528571,1.300995,394959600
61,03/31/2005,1.516071,1.518571,1.485357,1.488214,1.266646,636134800
62,04/01/2005,1.503214,1.506429,1.448929,1.460357,1.242937,641284000
63,04/04/2005,1.463929,1.475357,1.434286,1.4675,1.249016,580014400
64,04/05/2005,1.472143,1.508571,1.4675,1.496071,1.273333,556239600
65,04/06/2005,1.514286,1.528929,1.505357,1.511786,1.286709,414825600
66,04/07/2005,1.511786,1.5625,1.508929,1.555714,1.324097,506987600
67,04/08/2005,1.560714,1.5875,1.555,1.562143,1.329569,649950000
68,04/11/2005,1.576786,1.580357,1.496786,1.497143,1.274246,821662800
69,04/12/2005,1.5175,1.5425,1.500357,1.523571,1.296739,981061200
70,04/13/2005,1.533929,1.535357,1.4425,1.465714,1.247496,1371946800
71,04/14/2005,1.386071,1.412857,1.315714,1.330714,1.132595,2753192400
72,04/15/2005,1.307857,1.330357,1.26,1.2625,1.074537,1728087200
73,04/18/2005,1.25,1.296429,1.214286,1.272143,1.082744,1327177600
74,04/19/2005,1.307143,1.337143,1.281071,1.324643,1.127428,1081642800
75,04/20/2005,1.345,1.347857,1.265714,1.268214,1.0794,945131600
76,04/21/2005,1.3,1.328929,1.282143,1.327857,1.130164,759592400
77,04/22/2005,1.315714,1.321429,1.246429,1.267857,1.079097,839129200
78,04/25/2005,1.303214,1.322143,1.289643,1.320714,1.124084,746460400
79,04/26/2005,1.313571,1.339643,1.29,1.2925,1.10007,810507600
80,04/27/2005,1.281786,1.298571,1.268214,1.283929,1.092776,613888800
81,04/28/2005,1.296071,1.297857,1.258571,1.269286,1.080313,575106000
82,04/29/2005,1.291071,1.293929,1.257857,1.287857,1.096119,671630400
83,05/02/2005,1.293214,1.308929,1.286429,1.301071,1.107366,465920000
84,05/03/2005,1.3,1.312143,1.286786,1.293214,1.100678,496739600
85,05/04/2005,1.289643,1.328571,1.289286,1.326786,1.129252,448176400
86,05/05/2005,1.330357,1.331071,1.3025,1.31,1.114965,387366000
87,05/06/2005,1.3175,1.333214,1.313929,1.33,1.131987,326247600
88,05/09/2005,1.331429,1.3375,1.3125,1.320357,1.12378,355695200
89,05/10/2005,1.3125,1.330357,1.2975,1.300714,1.107061,440263600
90,05/11/2005,1.257143,1.273929,1.1825,1.271786,1.08244,2041981200
91,05/12/2005,1.265,1.271071,1.214286,1.218929,1.037453,970242000
92,05/13/2005,1.221429,1.258214,1.216786,1.241786,1.056907,702713200
93,05/16/2005,1.234286,1.275,1.233214,1.269643,1.080617,474294800
94,05/17/2005,1.255,1.266429,1.233571,1.262857,1.074841,588344400
95,05/18/2005,1.266071,1.341429,1.249643,1.28,1.089432,636722800
96,05/19/2005,1.277857,1.345714,1.277857,1.341071,1.14141,793161600
97,05/20/2005,1.330357,1.344643,1.328214,1.341071,1.14141,452650800
98,05/23/2005,1.351786,1.425,1.351786,1.42,1.208588,1042574400
99,05/24/2005,1.408929,1.428214,1.393929,1.417857,1.206764,593460000
100,05/25/2005,1.410714,1.426786,1.404286,1.420714,1.209196,396006800
101,05/26/2005,1.426429,1.462143,1.426429,1.455,1.238377,525520800
102,05/27/2005,1.451429,1.456786,1.428929,1.448571,1.232905,316008000
103,05/31/2005,1.452143,1.455,1.413571,1.42,1.208588,404205200
104,06/01/2005,1.424643,1.455714,1.423571,1.439286,1.225003,453812800
105,06/02/2005,1.430357,1.44,1.414286,1.43,1.217099,373973600
106,06/03/2005,1.362857,1.377857,1.348929,1.365714,1.162385,956869200
107,06/06/2005,1.368929,1.379643,1.341429,1.354286,1.152658,811966400
108,06/07/2005,1.342857,1.3475,1.301786,1.305,1.110709,745264800
109,06/08/2005,1.308214,1.330357,1.306071,1.318571,1.12226,404006400
110,06/09/2005,1.321429,1.355,1.315,1.344643,1.14445,390255600
111,06/10/2005,1.335714,1.335714,1.268571,1.278929,1.08852,678932800
112,06/13/2005,1.281786,1.3075,1.279286,1.282143,1.091256,435772400
113,06/14/2005,1.282857,1.291071,1.276786,1.285714,1.094295,347846800
114,06/15/2005,1.316786,1.332143,1.296429,1.326071,1.128643,563343200
115,06/16/2005,1.328214,1.36,1.315,1.356429,1.154482,547674400
116,06/17/2005,1.373929,1.376429,1.351071,1.368214,1.164512,596125600
117,06/20/2005,1.351786,1.360357,1.3375,1.343214,1.143234,323716400
118,06/21/2005,1.347143,1.363929,1.335,1.352143,1.150833,370526800
119,06/22/2005,1.366429,1.378571,1.362143,1.376786,1.171808,424925200
120,06/23/2005,1.386786,1.420714,1.380357,1.388929,1.182143,674254000
121,06/24/2005,1.396071,1.397143,1.345714,1.348571,1.147793,410709600
122,06/27/2005,1.315714,1.360714,1.31,1.325,1.127732,600171600
123,06/28/2005,1.338929,1.3425,1.3275,1.3325,1.134115,350299600
124,06/29/2005,1.329643,1.331786,1.29,1.298929,1.105542,448358400
125,06/30/2005,1.3075,1.327143,1.296786,1.314643,1.118917,418390000
126,07/01/2005,1.315357,1.320357,1.296071,1.303571,1.109493,250000800
127,07/05/2005,1.305357,1.3625,1.303571,1.356429,1.154482,454269200
128,07/06/2005,1.346786,1.362857,1.328571,1.335357,1.136547,394626400
129,07/07/2005,1.314643,1.348571,1.314286,1.343929,1.143843,383723200
130,07/08/2005,1.3525,1.367143,1.338214,1.366071,1.162688,290735200
131,07/11/2005,1.370357,1.380357,1.349286,1.360714,1.158129,388788400
132,07/12/2005,1.365357,1.371429,1.353929,1.365714,1.162385,387038400
133,07/13/2005,1.3675,1.375,1.353571,1.369643,1.165728,684835200
134,07/14/2005,1.456786,1.500357,1.436786,1.455357,1.238681,2096060400
135,07/15/2005,1.463214,1.484643,1.445,1.483929,1.262999,687682800
136,07/18/2005,1.478929,1.503571,1.4775,1.481786,1.261175,586297600
137,07/19/2005,1.482857,1.543929,1.466786,1.5425,1.31285,671062000
138,07/20/2005,1.530714,1.564286,1.523214,1.558214,1.326225,453395600
139,07/21/2005,1.560714,1.572857,1.532143,1.546071,1.315889,404264000
140,07/22/2005,1.551429,1.571429,1.549643,1.571429,1.337471,301106400
141,07/25/2005,1.571071,1.581429,1.561786,1.564643,1.331697,294627200
142,07/26/2005,1.571786,1.575357,1.548571,1.558214,1.326225,268592800
143,07/27/2005,1.565357,1.573929,1.523929,1.571071,1.337168,283749200
144,07/28/2005,1.566071,1.571429,1.546429,1.564286,1.331393,251311200
145,07/29/2005,1.555714,1.585,1.509286,1.523214,1.296435,562080400
146,08/01/2005,1.520357,1.538571,1.502857,1.526786,1.299476,314249600
147,08/02/2005,1.531786,1.553571,1.521786,1.5425,1.31285,296875600
148,08/03/2005,1.5425,1.546786,1.5275,1.543571,1.313761,258322400
149,08/04/2005,1.531786,1.535714,1.510357,1.525357,1.298259,269304000
150,08/05/2005,1.5175,1.548571,1.500714,1.535357,1.30677,241931200
151,08/08/2005,1.535714,1.544643,1.521786,1.523214,1.296435,176383200
152,08/09/2005,1.533214,1.5675,1.5325,1.565,1.332,380839200
153,08/10/2005,1.571429,1.585357,1.546786,1.549286,1.318626,360945200
154,08/11/2005,1.549643,1.575714,1.544643,1.571429,1.337471,271983600
155,08/12/2005,1.552143,1.650714,1.548571,1.646429,1.401306,916036800
156,08/15/2005,1.66,1.726071,1.658929,1.702857,1.449333,1086727600
157,08/16/2005,1.6925,1.696429,1.650357,1.651786,1.405866,537622400
158,08/17/2005,1.657143,1.694286,1.656071,1.683929,1.433223,499724400
159,08/18/2005,1.675357,1.678571,1.633929,1.653571,1.407385,442559600
160,08/19/2005,1.652857,1.667857,1.634643,1.636786,1.393099,376569200
161,08/22/2005,1.648214,1.669643,1.616429,1.638214,1.394314,387732800
162,08/23/2005,1.6375,1.646429,1.618571,1.633571,1.390363,295604400
163,08/24/2005,1.628571,1.682857,1.628214,1.634643,1.391274,572070800
164,08/25/2005,1.647143,1.660357,1.636071,1.645,1.40009,276253600
165,08/26/2005,1.647143,1.655,1.62,1.633571,1.390363,261058000
166,08/29/2005,1.616786,1.643929,1.616429,1.637143,1.393403,256295200
167,08/30/2005,1.6425,1.671071,1.64,1.663214,1.415592,518761600
168,08/31/2005,1.673571,1.679643,1.6525,1.674643,1.425319,402956400
169,09/01/2005,1.678571,1.684643,1.646071,1.652143,1.406169,356367200
170,09/02/2005,1.653571,1.671429,1.647143,1.650714,1.404953,222378800
171,09/06/2005,1.667857,1.745714,1.6625,1.742857,1.483377,818619200
172,09/07/2005,1.751786,1.764286,1.711429,1.738571,1.47973,963074000
173,09/08/2005,1.7625,1.79,1.755,1.777857,1.513167,702640400
174,09/09/2005,1.788214,1.833929,1.778214,1.8325,1.559675,615641600
175,09/12/2005,1.825,1.843929,1.806429,1.835714,1.56241,452796400
176,09/13/2005,1.822143,1.831786,1.797143,1.815,1.54478,492884000
177,09/14/2005,1.823571,1.828214,1.766429,1.771786,1.507999,474426400
178,09/15/2005,1.785714,1.792143,1.761786,1.781071,1.515902,415156000
179,09/16/2005,1.793929,1.828929,1.783929,1.828929,1.556635,591004400
180,09/19/2005,1.823214,1.888929,1.823214,1.88,1.600102,783731200
181,09/20/2005,1.8925,1.921786,1.89,1.899643,1.616821,819828800
182,09/21/2005,1.891429,1.894643,1.852143,1.861071,1.583991,434747600
183,09/22/2005,1.852857,1.873929,1.832857,1.853571,1.577608,463727600
184,09/23/2005,1.860714,1.910714,1.851429,1.9,1.617125,558457200
185,09/26/2005,1.929643,1.948571,1.904286,1.922857,1.636579,546562800
186,09/27/2005,1.925714,1.937143,1.908214,1.908571,1.62442,341703600
187,09/28/2005,1.895357,1.896786,1.806786,1.824286,1.552683,1125544000
188,09/29/2005,1.829643,1.878214,1.814643,1.869286,1.590984,636846000
189,09/30/2005,1.868929,1.916071,1.852857,1.914643,1.629588,531633200
190,10/03/2005,1.934286,1.947857,1.917143,1.944286,1.654818,507553200
191,10/04/2005,1.9625,1.976786,1.915714,1.919643,1.633844,539459200
192,10/05/2005,1.940357,1.941429,1.883929,1.885,1.604358,610769600
193,10/06/2005,1.9,1.910357,1.816786,1.846429,1.57153,757537200
194,10/07/2005,1.847143,1.854643,1.805357,1.832143,1.559371,677882800
195,10/10/2005,1.848571,1.853929,1.795714,1.798929,1.531101,507505600
196,10/11/2005,1.829643,1.8525,1.8,1.8425,1.568185,1225884800
197,10/12/2005,1.7375,1.796429,1.709643,1.758929,1.497057,2697486400
198,10/13/2005,1.765714,1.926786,1.759643,1.919286,1.63354,1865575600
199,10/14/2005,1.929643,1.941071,1.885357,1.928571,1.641442,1035552000
200,10/17/2005,1.927857,1.936786,1.881429,1.908571,1.62442,616834400
201,10/18/2005,1.901786,1.926786,1.864286,1.864643,1.587032,609588000
202,10/19/2005,1.859643,1.962857,1.828929,1.962143,1.670016,1008683200
203,10/20/2005,1.945357,2.017857,1.941071,2.005,1.706492,1357762000
204,10/21/2005,2.03,2.035,1.977143,1.987857,1.691901,796726000
205,10/24/2005,1.973214,2.028214,1.9675,2.028214,1.72625,609753200
206,10/25/2005,2.014286,2.030357,1.988929,2.003571,1.705276,465127600
207,10/26/2005,2.01,2.055714,1.997143,2.036786,1.733546,631593200
208,10/27/2005,2.035357,2.036071,1.978929,1.978929,1.684303,411541200
209,10/28/2005,2.001429,2.015357,1.934643,1.945357,1.655729,769787200
210,10/31/2005,1.971429,2.070714,1.955357,2.056786,1.750568,940844800
211,11/01/2005,2.044286,2.076429,2.031071,2.053571,1.747832,749686000
212,11/02/2005,2.061429,2.142857,2.057143,2.141071,1.822304,857060400
213,11/03/2005,2.152143,2.225714,2.145357,2.208929,1.88006,884382800
214,11/04/2005,2.155357,2.187143,2.129286,2.183929,1.858782,878035200
215,11/07/2005,2.173214,2.2025,2.147857,2.151071,1.830816,638831200
216,11/08/2005,2.141071,2.156429,2.110714,2.139286,1.820786,473765600
217,11/09/2005,2.142857,2.186071,2.142857,2.146786,1.827168,552930000
218,11/10/2005,2.165714,2.185714,2.1075,2.185,1.859694,665344400
219,11/11/2005,2.197857,2.218214,2.190714,2.197857,1.870636,425448800
220,11/14/2005,2.197857,2.213571,2.175357,2.194643,1.867901,369933200
221,11/15/2005,2.2,2.252857,2.195,2.224286,1.893131,536841200
222,11/16/2005,2.255357,2.323571,2.253214,2.319643,1.974291,784515200
223,11/17/2005,2.3425,2.352857,2.294643,2.304286,1.96122,676205600
224,11/18/2005,2.3325,2.336786,2.298929,2.305714,1.962435,524960800
225,11/21/2005,2.315,2.328214,2.275714,2.32,1.974595,511711200
226,11/22/2005,2.315714,2.384286,2.304286,2.375714,2.022014,540282400
227,11/23/2005,2.388571,2.427857,2.381786,2.396786,2.039948,485853200
228,11/25/2005,2.416429,2.483571,2.410714,2.476429,2.107734,395012800
229,11/28/2005,2.525714,2.538214,2.466786,2.487857,2.117461,1018519600
230,11/29/2005,2.499643,2.510714,2.405357,2.432143,2.070041,891433200
231,11/30/2005,2.443929,2.458929,2.411429,2.422143,2.061531,595674800
232,12/01/2005,2.4625,2.561786,2.4575,2.557143,2.176431,812893200
233,12/02/2005,2.581071,2.597857,2.525,2.593929,2.20774,895762000
234,12/05/2005,2.569643,2.590357,2.553214,2.565,2.183119,583671200
235,12/06/2005,2.640357,2.6725,2.619643,2.644643,2.250904,857029600
236,12/07/2005,2.651071,2.659286,2.611429,2.641071,2.247864,679464800
237,12/08/2005,2.614286,2.648929,2.592857,2.645714,2.251816,790479200
238,12/09/2005,2.650357,2.663929,2.619643,2.654643,2.259415,555402400
239,12/12/2005,2.673929,2.691071,2.662857,2.675357,2.277045,524994400
240,12/13/2005,2.673214,2.695,2.650357,2.677857,2.279173,493816400
241,12/14/2005,2.590357,2.617857,2.509643,2.571786,2.188894,1450716400
242,12/15/2005,2.595714,2.602143,2.548214,2.577857,2.194062,561162000
243,12/16/2005,2.576429,2.582143,2.537857,2.539643,2.161536,671171200
244,12/19/2005,2.539643,2.592857,2.537143,2.549286,2.169744,529295200
245,12/20/2005,2.558214,2.585,2.54,2.575357,2.191933,479108000
246,12/21/2005,2.592857,2.628929,2.590714,2.625,2.234187,475736800
247,12/22/2005,2.639643,2.660357,2.628571,2.643571,2.249992,370610800
248,12/23/2005,2.648929,2.652143,2.617857,2.619643,2.229626,229857600
249,12/27/2005,2.642857,2.685,2.641071,2.651071,2.256376,590590000
250,12/28/2005,2.659643,2.67,2.618571,2.6275,2.236314,398115200
251,12/29/2005,2.635,2.636429,2.550714,2.551786,2.171872,490025200
252,12/30/2005,2.5325,2.586786,2.512143,2.5675,2.185247,624262800
253,01/03/2006,2.585,2.669643,2.580357,2.669643,2.272182,807234400
254,01/04/2006,2.683214,2.713571,2.660714,2.6775,2.27887,619603600
255,01/05/2006,2.6725,2.675,2.633929,2.656429,2.260936,449422400
256,01/06/2006,2.6875,2.739286,2.6625,2.725,2.319298,704457600
257,01/09/2006,2.740357,2.757143,2.705,2.716071,2.311699,675040800
258,01/10/2006,2.723214,2.924643,2.708214,2.887857,2.457908,2279869200
259,01/11/2006,2.994286,3.028571,2.949643,2.996429,2.550316,1493794400
260,01/12/2006,3.034643,3.085714,2.986429,3.010357,2.56217,1280809600
261,01/13/2006,3.035357,3.071786,3.021429,3.056786,2.601687,776305600
262,01/17/2006,3.060714,3.085,2.995357,3.025357,2.574937,835623600
263,01/18/2006,2.967143,3.001786,2.923214,2.946071,2.507456,1200637200
264,01/19/2006,2.901786,2.916429,2.812143,2.822857,2.402586,1695848000
265,01/20/2006,2.831429,2.858571,2.708214,2.7175,2.312914,1134758800
266,01/23/2006,2.717857,2.841429,2.714286,2.773929,2.360942,1059730000
267,01/24/2006,2.812857,2.836429,2.706071,2.715714,2.311395,1142254400
268,01/25/2006,2.763929,2.767857,2.616071,2.65,2.255463,1275786400
269,01/26/2006,2.661786,2.693929,2.568929,2.583214,2.198621,1181387200
270,01/27/2006,2.605357,2.628571,2.539286,2.5725,2.189503,953864800
271,01/30/2006,2.541786,2.735714,2.531071,2.678571,2.279781,1398401200
272,01/31/2006,2.696429,2.726429,2.633929,2.696786,2.295283,913542000
273,02/01/2006,2.676786,2.730714,2.665714,2.693571,2.292548,521186400
274,02/02/2006,2.682143,2.691429,2.573214,2.575,2.19163,707322000
275,02/03/2006,2.58,2.599643,2.537143,2.566071,2.18403,692123600
276,02/06/2006,2.572143,2.589643,2.383571,2.403571,2.045724,1651767600
277,02/07/2006,2.438214,2.481429,2.381429,2.414286,2.054842,1388830800
278,02/08/2006,2.446071,2.467143,2.357143,2.4575,2.091623,953114400
279,02/09/2006,2.467857,2.4725,2.304643,2.319643,1.974291,1149764000
280,02/10/2006,2.327857,2.416786,2.246429,2.403929,2.046028,1760477600
281,02/13/2006,2.379643,2.383929,2.308571,2.311071,1.966995,883498000
282,02/14/2006,2.325,2.432143,2.321429,2.415714,2.056058,1160938800
283,02/15/2006,2.398571,2.486429,2.383929,2.472143,2.104087,1159771200
284,02/16/2006,2.496786,2.536071,2.481429,2.520357,2.145122,948175200
285,02/17/2006,2.510714,2.531786,2.486071,2.510357,2.13661,575999200
286,02/21/2006,2.521071,2.528571,2.452857,2.467143,2.09983,779606800
287,02/22/2006,2.464286,2.559643,2.428571,2.547143,2.167921,978238800
288,02/23/2006,2.563929,2.607143,2.551071,2.5625,2.180991,856917600
289,02/24/2006,2.576429,2.603214,2.542857,2.552143,2.172176,534744000
290,02/27/2006,2.571071,2.575714,2.523214,2.535357,2.157889,791240800
291,02/28/2006,2.556429,2.585714,2.432143,2.446071,2.081896,1266980400
292,03/01/2006,2.458571,2.481786,2.429286,2.467857,2.100438,763817600
293,03/02/2006,2.463929,2.499643,2.4525,2.486071,2.11594,625273600
294,03/03/2006,2.478571,2.496786,2.411786,2.418571,2.058491,737668400
295,03/06/2006,2.4175,2.418571,2.319286,2.338571,1.990401,912665600
296,03/07/2006,2.348571,2.389286,2.324286,2.368214,2.01563,872877600
297,03/08/2006,2.3675,2.4,2.333929,2.345,1.995872,653251200
298,03/09/2006,2.356429,2.373929,2.278929,2.283214,1.943285,799304800
299,03/10/2006,2.2875,2.303214,2.230357,2.256786,1.920792,1043142800
300,03/13/2006,2.323214,2.367143,2.313929,2.345714,1.99648,861187600
301,03/14/2006,2.348929,2.404286,2.339286,2.404286,2.046332,642020400
302,03/15/2006,2.418214,2.43,2.34,2.365357,2.013198,891996000
303,03/16/2006,2.3875,2.389286,2.296429,2.296786,1.954837,749638400
304,03/17/2006,2.3125,2.340714,2.289643,2.309286,1.965476,812042000
305,03/20/2006,2.329286,2.337857,2.281071,2.285357,1.94511,605441200
306,03/21/2006,2.2075,2.297857,2.1925,2.2075,1.878844,1345366400
307,03/22/2006,2.22,2.258929,2.188214,2.2025,1.874588,1345895600
308,03/23/2006,2.207857,2.210714,2.128929,2.148571,1.828688,1427826400
309,03/24/2006,2.151786,2.176429,2.108214,2.141429,1.82261,1071980000
310,03/27/2006,2.155357,2.192143,2.121429,2.125357,1.80893,1108072000
311,03/28/2006,2.129643,2.147857,2.080357,2.096786,1.784613,1370322800
312,03/29/2006,2.111786,2.232857,2.059643,2.226071,1.89465,2346834000
313,03/30/2006,2.243571,2.260714,2.1975,2.241071,1.907417,1390650800
314,03/31/2006,2.258929,2.271786,2.222857,2.24,1.906505,815357200
315,04/03/2006,2.273929,2.29,2.236071,2.2375,1.904378,815791200
316,04/04/2006,2.217857,2.222143,2.180357,2.184643,1.85939,931924000
317,04/05/2006,2.311071,2.400357,2.291071,2.400357,2.042988,2233408800
318,04/06/2006,2.439286,2.573214,2.435714,2.544286,2.165489,2663768800
319,04/07/2006,2.533214,2.543214,2.445357,2.4925,2.121413,1545238800
320,04/10/2006,2.510357,2.533214,2.444643,2.4525,2.087368,903515200
321,04/11/2006,2.463929,2.475,2.395357,2.428214,2.066697,939316000
322,04/12/2006,2.428929,2.434643,2.367857,2.3825,2.02779,739894400
323,04/13/2006,2.369286,2.408571,2.350357,2.373929,2.020495,734678000
324,04/17/2006,2.375357,2.387143,2.298214,2.314643,1.970035,721938000
325,04/18/2006,2.322857,2.373929,2.313929,2.365,2.012895,794844400
326,04/19/2006,2.386429,2.392857,2.338214,2.344643,1.99557,1086033200
327,04/20/2006,2.4825,2.5,2.364286,2.415357,2.055754,1666982800
328,04/21/2006,2.435357,2.451429,2.373929,2.394286,2.037821,788986800
329,04/24/2006,2.3875,2.39,2.339286,2.348214,1.998608,707028000
330,04/25/2006,2.355714,2.378214,2.341429,2.363214,2.011375,529062800
331,04/26/2006,2.380357,2.438571,2.371429,2.433929,2.071562,710886400
332,04/27/2006,2.418929,2.495,2.405357,2.477143,2.108342,845947200
333,04/28/2006,2.477857,2.546429,2.471429,2.513929,2.139652,760037600
334,05/01/2006,2.5275,2.555,2.47,2.485714,2.115637,750380400
335,05/02/2006,2.505357,2.570714,2.503929,2.557857,2.177039,771663200
336,05/03/2006,2.565357,2.569643,2.506429,2.540714,2.162448,686991200
337,05/04/2006,2.543571,2.603214,2.516429,2.540357,2.162144,860420400
338,05/05/2006,2.566429,2.580357,2.541071,2.5675,2.185247,563911600
339,05/08/2006,2.606786,2.635714,2.561429,2.5675,2.185247,594851600
340,05/09/2006,2.565,2.591429,2.522143,2.536786,2.159106,531666800
341,05/10/2006,2.546071,2.5475,2.486071,2.521429,2.146035,459888800
342,05/11/2006,2.528214,2.53,2.4125,2.433929,2.071562,812688800
343,05/12/2006,2.423214,2.453214,2.387857,2.417857,2.057883,641774000
344,05/15/2006,2.406071,2.442143,2.397143,2.421071,2.060618,529177600
345,05/16/2006,2.432143,2.4375,2.3125,2.320714,1.975203,936740000
346,05/17/2006,2.311071,2.346429,2.288214,2.330714,1.983713,754194000
347,05/18/2006,2.345714,2.366429,2.254286,2.256429,1.920488,658442400
348,05/19/2006,2.259286,2.317143,2.243571,2.303929,1.960916,985866000
349,05/22/2006,2.281071,2.285357,2.241786,2.263571,1.926567,718975600
350,05/23/2006,2.316429,2.328214,2.25,2.255357,1.919576,694414000
351,05/24/2006,2.249643,2.273214,2.198571,2.262143,1.925351,916031200
352,05/25/2006,2.295,2.301786,2.260357,2.2975,1.955445,463372000
353,05/26/2006,2.296786,2.305714,2.255,2.269643,1.931735,432950000
354,05/30/2006,2.260357,2.260714,2.186429,2.186429,1.86091,563402000
355,05/31/2006,2.205714,2.206786,2.096071,2.134643,1.816834,1280977600
356,06/01/2006,2.1375,2.224286,2.125714,2.220357,1.889786,942508000
357,06/02/2006,2.249643,2.253571,2.174286,2.202143,1.874284,685787200
358,06/05/2006,2.183929,2.183929,2.141786,2.142857,1.823825,605785600
359,06/06/2006,2.150714,2.165357,2.103929,2.132857,1.815314,726037200
360,06/07/2006,2.146429,2.157143,2.083929,2.091429,1.780054,750506400
361,06/08/2006,2.087143,2.176071,2.041071,2.17,1.846927,1397482800
362,06/09/2006,2.185,2.198571,2.110714,2.115714,1.800723,775838000
363,06/12/2006,2.121429,2.133214,2.034286,2.035714,1.732633,717785600
364,06/13/2006,2.0575,2.110714,2.048571,2.083214,1.773062,1080643200
365,06/14/2006,2.081429,2.099286,2.024643,2.0575,1.751176,878136000
366,06/15/2006,2.046429,2.133571,2.026786,2.120714,1.804979,1190383600
367,06/16/2006,2.105714,2.113929,2.054286,2.055714,1.749656,838101600
